ArgentinaIPm ,IndiaIP ,KoreaGDP ,KoreaIP ,MalaysiaGDP ,MalaysiaIP ,TaiwanGDP ,TaiwanIP ,SingaporeGDP ,SingaporeIP ,HongKongGDP ,HongKongIP ,ChinaRGDP ,ChinaIP ,ThailandGDP ,ThailandIP ,BrasilGDP ,SorAfrikaGDP ,SorAfrikaIP ,PeruGDP ,PeruIP ,ChileGDP ,ChileIP ,IndonesiaRGDP 
-0.050847,0.02346066,0.03289352,0.01500779,-0.02007805,0.04551235,-0.01726508,0.01899804,0.02502197,0.03119161,0.01101432,-0.00346396,0.02667508,0.29811628,-0.01207469,0.03988288,-0.02567785,-0.00798598,-0.01869213,0.07349777,0.0954882,0.03078066,-0.01683916,0.033641
0.03476857,-0.04497292,0.01726394,0.01184614,-0.01711234,-0.00674823,0.02934678,0.02426066,0.01367027,-0.01450001,0.01303481,0.01090162,0.02667508,-0.31173395,-0.10038285,0.00070765,0.0485434,-0.00225975,0.02446249,0.02461148,0.00960694,0.02482073,0.02405941,0.00450914
0.06346295,0.00849792,0.02097878,0.03661295,0.13954533,0.04301239,0.0213798,0.04299787,0.01388615,0.0077595,0.01580845,-0.00740777,0.02667508,0.16081139,-0.00416122,0.0056314,0.03587394,-0.00038766,-0.02603605,0.05282476,0.07845938,-0.00013173,0.00093794,0.0154593
0.00588835,-0.00747132,0.0190148,0.02430026,0.01287142,0.0330185,0.04033689,0.03600394,0.00758572,-0.00193424,0.02182254,0.00151859,0.02667508,-0.60513623,0.01031181,0.00103902,-0.03390155,-0.00172164,-0.02068491,-0.00921516,-0.04176796,0.04756665,0.04416987,0.01334262
0.01535966,0.06567018,0.01623829,0.02011037,-0.03651968,0.0332945,0.00424353,-0.01283956,0.020888,0.00096759,0.00720374,-0.00013963,0.03707909,0.83169907,-0.00957989,0.07842741,-0.00592887,-0.00703268,0.00601084,-0.07955083,-0.0557457,0.03419008,0.03596898,0.01962393
0.0439748,-0.01606126,0.01025588,-0.00181159,0.01357537,0.01883847,0.00637317,0.00306294,0.01514482,-0.00096759,0.0172626,0.04553142,0.03707909,0.00543132,-0.08665596,0.0089509,-0.00996024,-0.00615243,-0.00963476,-0.01230094,-0.03022414,0.02216325,0.02450265,0.01491678
-0.03981374,-0.01202982,0.00025893,0.00452285,0.09466694,-0.00357996,0.02344459,-0.01164447,0.02664594,0.0295682,0.01874447,-0.02417915,0.03707909,0.16241378,0.0438273,0.05238964,0.0010005,-0.01164492,-0.03155353,-0.04091776,-0.01504037,0.03930502,0.0499555,0.02080722
-0.00090766,0.01299711,0.01249829,-0.00906625,0.01710534,0.04146206,0.01681757,0.0073339,0.0239404,0.03509132,0.00953979,-0.00561999,0.03707909,0.12721987,0.05688571,0.04357731,0.01192857,-0.0085334,0.03397094,0.11820244,0.08620997,0.00710287,-0.00268097,0.00933516
-0.00045414,-0.01694343,0.01683055,0.01266985,-0.01533742,0.05797329,0.01623544,0.00904808,0.02121522,0.02331944,0.011228,-0.00308506,0.0300859,-0.05948513,0.09562516,0.01288606,0.02440336,0.00881981,0.01676017,-0.06467793,-0.03865675,0.01220282,-0.0118824,-0.00022525
0.05588805,0.01022842,0.02504416,0.01782578,0.05654044,0.05215729,0.01532972,0.00555217,0.04693232,0.0253843,0.01656614,-0.00667678,0.0300859,0.16299684,0.01254646,0.04212182,0.0200484,0.01090917,-0.01555365,0.03819623,0.01740781,0.0144751,0.002442,0.01404599
0.00747267,0.04865208,0.01831756,0.01403532,0.06545335,-0.02876969,0.01709308,0.02701129,0.01309335,0.01883617,0.02232567,0.00878601,0.0300859,-0.21357692,0.06849521,0.00752903,0.00471477,0.01429275,0.01119116,0.02448958,0.05067955,0.02706752,0.02489089,0.04111224
0.00663564,0.04198594,0.01725281,0.03844985,-0.00795566,0.02053696,0.01191464,-0.01043462,0.04080414,0.01932021,0.01206191,0.0026291,0.0300859,-0.11560539,0.00015146,0.01997551,-0.00377003,0.00738099,0.01967793,0.03545989,0.00343677,-0.00202606,0.0055358,0.04157264
-0.00880256,-0.00450254,0.02590108,0.02319905,0.04600159,0.0263701,0.01755618,0.01749485,0.02706358,0.04394523,0.02122267,-0.01724567,0.03112724,-0.01188794,0.02502538,0.02115713,0.0131334,-0.00142577,-0.00861062,0.06589226,0.09427883,0.02225993,0.01227971,-0.0074351
0.02184671,0.02415229,0.01634259,0.03381965,0.0952915,0.08066003,0.0329362,0.02873292,0.01119687,0.04438253,0.00767891,0.00134158,0.02259093,0.00937824,-0.00112895,0.0129099,0.01388268,0.01078957,-0.009082,0.00399817,0.06520878,0.01509921,0.00724453,0.02885617
0.00877255,0.00519311,0.01605482,-0.00158479,0.08201854,-0.00313002,0.00754199,0.0010616,0.02746654,0.02779,0.00797246,0.01550629,-0.00033881,0.27524737,0.02776534,0.0161903,0.036105,0.01118505,0.04612327,0.03535732,0.04045361,0.00407227,-0.00051573,0.00413188
0.00913857,0.03796055,0.03779925,0.06374519,0.0135576,0.04335963,0.02283544,0.03281156,0.01282329,0.00295858,0.01342618,0.01006859,-0.01112399,-0.06201277,0.04059785,0.03469021,0.03911842,0.01655356,0.03863779,0.03214864,0.03419813,0.01631715,0.01051966,0.00732607
-0.01939145,0.02389682,0.01931972,0.03509132,-0.02625545,0.04607894,0.01168254,0.02789207,-0.00121847,0.00955538,0.00576709,0.00671046,0.04041762,-0.29157952,0.02800243,-0.1344874,0.00933397,0.00360548,0.01339387,0.03288846,0.01925169,0.04938002,0.03239455,0.04054124
-0.06626836,0.04104049,0.01733156,0.02483278,0.01183719,-0.01502951,0.02158057,0.00671505,0.02820294,0.0359234,-0.0010645,-0.00724822,0.02787131,-0.08211671,0.02038332,0.0330333,-0.01446218,0.00443013,0.01498957,0.00767283,0.00578432,0.03031802,0.03782269,0.02120778
-0.01504726,0.03377482,0.01883719,0.0048934,0.12207894,0.05234191,0.00865269,-0.00990235,0.0421258,0.0714833,-0.00286917,-0.00398605,0.03305221,-0.14899339,-0.00325531,0.0030403,-0.01728651,0.00430771,0.01546604,0.01073794,0.00360061,0.01395581,-0.00932241,0.00590459
0.02347688,0.03306606,0.01400866,0.0268334,-0.01644294,0.01091979,0.00272272,-0.0325318,0.01073843,-0.00725358,0.01295817,-0.01595368,0.00818714,-0.03081067,0.01577117,0.0114374,0.00608433,0.00393805,-0.01051903,-0.01745394,-0.01146273,0.01805128,-0.00120149,0.02119531
0.04189969,0.03919403,0.0220162,0.02745402,-0.00913154,0.05977416,0.02314209,0.03158324,0.03226214,0.02419209,0.01550417,-0.00235945,0.02046802,0.21919155,0.01679299,0.05454207,0.006346,0.01393488,0.00877353,0.00795748,0.0056562,0.01920046,0.03077894,0.0072204
0.03378156,0.01849002,0.01459162,0.0312119,0.1042445,0.06817034,0.01652179,0.01076062,-0.00028383,-0.03016622,0.00717167,-0.02119829,0.0115814,-0.08939939,0.03507147,-0.00272927,0.00614837,0.01855759,0.02552743,0.01960816,0.02046695,0.01624681,-0.02622094,0.03279262
0.00740686,-0.01099871,0.01566182,-0.0115906,0.0360657,-0.01749467,0.00773872,0.01386387,0.0006463,-0.02494231,0.01176931,-0.01066438,0.02168102,-0.10253435,0.00363472,0.02016405,0.03248681,0.01128391,0.01218702,0.00358295,0.0234989,0.01696727,0.00262938,0.01899501
0.0032918,0.00520306,0.01746939,0.0230484,-0.01088527,0.01272214,0.010878,0.02585446,0.02828836,0.02227564,0.02209023,0.00743969,0.03235677,0.01034361,-0.00961377,0.02051874,-0.01825344,0.00943944,-0.0101455,0.01890912,0.00523626,0.00716315,0.01492742,0.03878694
0.0287228,0.01972002,0.00650189,-0.00063311,-0.00018319,0.06494845,0.01942894,0.01190454,0.02987441,-0.01750886,0.01699459,-0.0071945,0.01399739,-0.01089104,-0.01920017,0.00793685,0.01499423,0.00286871,0.00643743,0.02711445,-0.00634084,0.01362407,0.00866415,-0.01992768
0.03590374,0.02794692,0.02844529,0.04519494,0.07489611,0.03079398,0.01053144,0.01216499,0.03353772,0.05934503,0.01723668,-0.00578741,0.02186893,-0.01893684,0.0213091,0.00711768,0.01344734,0.00609814,0.03092516,0.01338544,0.06796724,0.01980987,0.0187094,0.01466744
0.0248622,0.01785246,0.00954371,0,0.04856551,0.01059583,0.01394232,0.02168228,0.01452673,0.0376929,0.00334071,0.01270233,-0.00137686,-0.16058815,-0.01006178,-0.02899533,0.0065153,0.00208691,-0.01185785,0.00757003,-0.01616966,0.0285418,0.01341082,0.01755472
-0.01409387,0.01729569,-0.00429764,-0.01647886,-0.00012146,0.01952575,0.01136938,0.03456066,-0.00768864,0.00246306,-0.02360362,0.00365348,0.04372471,-0.02989661,-0.03603486,-0.03084521,0.00403889,0.00150861,-0.01267106,0.0162389,-0.00128167,0.01447961,0.01745792,0.00079321
0.00104439,-0.00429426,0.0107043,-0.07804471,-0.14234433,-0.08206337,0.00661096,-0.0213481,-0.02448017,-0.03313839,-0.02942298,-0.05108905,0.0043573,-0.2878471,-0.05221352,-0.03651736,-0.01854358,0.00126308,-0.0213161,-0.01802443,-0.0280683,0.00026124,-0.02721409,-0.08173861
0.02508292,0.0131513,-0.01025112,-0.03589955,0.00023338,-0.04691982,0.00048277,0.00528073,-0.00933424,-0.0134402,-0.01294228,-0.02178054,0.01743949,0.02253304,-0.04766406,-0.0174643,0.01835608,0.00141364,-0.0110921,-0.02143797,-0.02622562,0.01630104,-0.00755239,-0.07999105
-0.00589905,0.01419791,0.01264685,0.00618771,-0.01433666,-0.04322909,0.01841328,0.01570852,-0.00773764,0.00450017,-0.01653103,-0.03877249,0.01397435,0.13261961,-0.0076142,-0.0188493,-0.00206476,-0.00219458,-0.00231036,0.01968521,0.04043584,-0.0025889,0.01640502,-0.01326798
-0.03732468,0.00940362,0.02422934,0.12120418,-0.00203787,0.01570205,-0.00073295,0.00762837,0.01853477,0.01211363,-0.01001108,-0.03474412,0.04977431,0.18324795,0.02678256,0.01572474,-0.01343064,0.00096605,-0.01749996,0.00145419,-0.05902354,-0.03560691,-0.04506829,-0.02326108
-0.0502247,0.01669527,0.0298198,0.05089856,-0.01481579,0.04148487,0.03418126,0.02290817,0.02133043,0.06323063,0.00824269,-0.0077972,-0.00111235,-0.03442149,0.01945482,0.05167915,-0.00142932,0.00915431,0.00391543,-0.00948378,-0.01175086,-0.00222974,-0.0049769,0.05108924
-0.01435319,0.0231394,0.03998588,0.05117788,0.12668292,0.08012755,0.0133339,0.04797442,0.02448448,0.05159069,0.02589117,0.00031101,0.01340393,-0.12832246,-0.00033553,0.05449096,0.00646329,0.00792625,-0.00784625,-0.00573055,0.00668413,-0.00090521,-0.00261687,0.00097019
0.01763879,0.01689556,0.02298835,0.06165608,0.06800825,0.04051683,0.00281023,-0.02224313,0.01888511,0.03769848,0.01614102,-0.01898268,0.02130533,0.02021529,0.03816167,0.05634253,0.0034049,0.01086213,0.0202736,0.02175859,0.02457494,0.02444615,0.01207544,-0.00080372
0.03478929,0.01350628,0.03271972,0.07303966,0.04782158,0.06951728,0.01445941,0.04784319,0.01152759,0.00271665,0.02750915,0.00208493,0.03164923,-0.24238947,0.00562464,0.04155297,0.01527319,0.01093685,0.0194923,0.02687433,0.078646,0.02538147,0.05539173,0.00618979
-0.00245377,0.02136629,0.01965446,0.0417607,0.03784807,0.08663911,0.02518311,0.01993094,0.02663411,0.03361213,0.02930269,0.00450371,0.02008876,0.45260163,0.01621396,0.04782501,0.01623352,0.0111855,0.01316056,0.0173178,0.01306128,0.00019998,0.00510828,0.03224366
-0.04163126,0.01292869,0.01263039,0.0150516,0.03284179,0.03248959,0.0253203,0.02569646,0.02216745,0.05063726,0.00335212,-0.0037841,0.03373006,0.02115232,0.002131,0.0275833,0.00301466,0.00915857,-0.01885425,-0.00564314,-0.02691401,-0.00227202,-0.01270778,0.0020797
-0.00021866,0.00822571,0.02472758,0.04514041,0.04384001,0.04608722,-0.0018976,0.01322104,0.03490584,0.05906848,0.01484632,-0.0014508,0.01847852,0.0937453,0.00587447,0.02682635,0.01061571,0.00985535,0.01922774,-0.01734447,0.00003399,0.02482761,0.00268878,0.01179344
0.00607356,0.01102857,-0.01077653,-0.0334391,-0.00135153,-0.0044459,-0.00983026,-0.02479608,0.00696088,0.02736085,0.01053699,0.00278504,0.02273578,-0.14069541,0.01181447,0.02220131,0.01317991,0.00847162,0.01298479,-0.01760723,-0.00311502,0.01114841,0.01532172,0.03079956
0.02465929,0.00377076,0.01423485,-0.0176037,-0.06052851,-0.06331982,-0.00071282,-0.03721265,-0.01156389,-0.11270674,-0.00442068,-0.00204445,0.03115141,0.02958861,-0.00448563,-0.02361597,0.004621,0.00647318,0.02511506,0.00093973,0.00485746,0.00856969,-0.02250791,-0.00228337
-0.01526374,0.00555263,0.01310994,0.01581239,0.02660665,-0.03974818,-0.02197869,-0.05940059,-0.02492413,-0.07273037,-0.0020193,-0.00208419,0.0172796,-0.09610465,0.00934586,0.00234979,-0.00577959,0.00498658,-0.02991832,0.018822,0.01349005,0.00287216,0.03738133,0.01415013
-0.04431055,0.00214764,0.01377398,-0.00044833,0.03175998,-0.00261705,-0.01389205,-0.02376948,-0.02237791,-0.05256932,-0.00455347,-0.07236356,0.01900129,-0.17190221,0.00542815,0.0273629,-0.006531,0.00265251,-0.00296736,0.01134155,-0.0131853,0.0062187,-0.01421255,-0.00345026
-0.06372639,0.01588006,0.00241042,0.01468978,0.00372034,0.004965,0.03766994,0.02066476,0.00512565,0.03142218,-0.00903962,-0.01887301,0.02397919,0.02269787,0.01224466,-0.00612897,0.00071781,0.00765978,0.03933501,0.01053822,-0.00813065,0.00011426,-0.00795936,0.00500718
-0.04920493,0.01012907,0.0340197,0.03729834,-0.03541262,0.0262257,0.0108157,0.04359145,0.03336532,0.04454957,0.00362442,-0.03342341,0.02467375,0.20398907,0.01671474,0.01797718,0.01052829,0.01289213,0.00427656,0.00436246,0.01984812,0.01308297,0.02478903,0.01229347
0.02779781,0.01488335,0.01802769,0.01772198,0.04600654,0.01977647,0.03381223,0.06761435,0.02975412,0.10363768,0.01862422,0.00962443,0.03015686,0.09951238,0.01417614,0.04529074,0.01261206,0.01203681,0.03150418,0.02488745,0.05135727,-0.00481511,0.00848765,0.02095278
0.01848982,0.02233564,0.01359577,0.01823507,0.05393508,0.03940667,-0.01577457,0.00295486,-0.00127971,-0.0275337,0.01583003,-0.03391331,0.02953545,0.10133955,0.01514446,0.034311,0.01478931,0.00816937,-0.01143662,0.0123928,0.00414214,0.0078969,0.00953533,0.01512052
0.02592084,0.0113736,0.01077073,0.0203259,0.00222315,-0.01412255,0.02867361,-0.00203768,-0.00099742,-0.02677604,0.00571136,-0.03707365,0.02445081,0.12389976,0.01218172,0.03081398,0.01030937,0.00665826,-0.00524202,0.00609498,0.01423263,0.01446798,0.01617318,0.00059298
0.05413773,0.01960478,-0.00683366,0,-0.04127073,0.03786011,0.00613906,0.02919244,0.01423846,0.01322501,-0.00116066,-0.03845853,0.03314944,0.14640756,0.02537802,0.03977883,-0.01394291,0.00921113,-0.00526964,0.01252941,0.00173886,0.01451374,0.01927468,0.01817535
0.02360944,0.0055458,0.00107046,0.00281294,0.04202426,0.0402154,-0.02974286,0.00825504,-0.01607389,-0.02041929,-0.02672582,-0.01689197,0.00940754,-0.17833596,0.01311595,0.03087983,-0.0035598,0.00487157,-0.01133558,0.02098163,0.00756739,0.00817248,0.00088749,0.01071137
0.0090074,0.03415743,0.01547008,0.01236307,0.04205818,0.01429714,0.03638919,0.04661286,0.05686016,0.06923352,0.06143137,-0.00547409,0.0462753,0.14711661,0.01547477,0.00781336,0.01484962,0.00541211,-0.00356888,-0.01040284,0.00297773,0.00651577,0.01965073,0.00675505
0.05725907,0.01708775,0.02612587,0.06260443,0.0198099,0.05365517,0.04658819,0.05997818,0.02957844,0.02189521,0.01091991,-0.00183967,0.01879194,0.07862729,0.02236556,0.0516957,0.01082474,0.00575203,-0.01006117,-0.00020582,-0.00340863,-0.0000263,-0.00544888,0.00517881
0.01345202,0.02166608,0.00828068,0.03763001,-0.02537865,0.04925329,0.00700028,0.02041984,0.02515535,0.03515626,0.02624224,0.03434883,0.03970245,-0.07216624,0.01434158,0.03401983,0.02775634,0.01502515,0.03198567,0.02696192,0.04669914,0.02135532,0.04955138,0.0157725
0.01747166,0.00384486,0.00780263,0.01282526,0.03997801,0.01548024,0.00624096,0.01088789,0.0114325,0.05826891,0.01672728,-0.00805092,0.02698793,-0.00550461,0.01122069,0.00337929,0.01749125,0.01387763,0.01078459,0.01705154,0.02571335,0.01875732,0.00695333,0.01469327
0.02753727,0.0454919,0.00387764,-0.01461962,0.02729983,0.00730065,0.00016326,-0.00718055,0.00791606,-0.01338246,0.01125634,0.00745443,0.03733595,-0.05192039,0.01107887,0.02757247,-0.00503616,0.01621889,0.0195312,0.00625613,0.00863327,0.02640726,0.03865438,0.01128787
0.01261195,0.02599454,0.00645682,0.02588338,0.00546292,-0.00511503,0.01207277,0.00457572,0.01926768,0.04711247,0.02092856,0.01441856,0.02508051,-0.03652657,0.02087819,0.03713052,0.00924056,0.01062205,-0.00339905,0.02011106,0.0304982,0.01278144,0.00085201,0.02574862
0.04106506,0.01206789,0.00832177,0.02078357,-0.01828053,0.02017546,0.01186952,0.01201241,0.00793633,-0.06023602,0.00897448,-0.02524689,0.03619454,-0.02584051,-0.00664267,-0.00362272,0.00579245,0.01011493,0.00373832,0.02210124,0.00780843,0.00442329,0.00318178,0.00742322
-0.00166048,0.01998221,0.01461365,0.00308061,0.02747332,0.01206481,0.01556498,0.00786213,0.02701622,0.09045473,0.0295105,0.00228191,0.02807027,0.04000758,0.02029147,0.0495849,0.0198561,0.0177867,0.02313599,0.01360711,0.0401654,0.01744022,0.02186938,0.01338066
0.01261773,0.01778362,0.01513494,0.01357794,0.03944048,0.02044047,0.00407422,0.0107256,0.02637805,0.04560539,0.01783454,0.04812957,0.02926921,0.03748724,0.01754139,0.02018742,-0.00236202,0.0135441,0.00495951,0.00968485,-0.00991293,0.01585057,0.01927902,0.00964939
0.02684165,0.02998228,0.01249082,0.04772997,0.00845669,0.0238922,0.03792486,0.03784281,0.03192567,0.06003667,0.0115838,0.0041387,0.04351519,0.03946235,0.01427251,0.00378627,0.01081939,0.00667381,-0.01127707,0.02420865,0.01523784,0.00762887,0.00731918,0.0178265
0.01773943,0.02341143,0.01627977,0.04032042,-0.01684525,0.02965745,0.00278519,0.01897777,0.01828132,-0.02195478,0.02417619,0.0101427,0.03370245,0.03310068,0.00822181,0.02142977,0.01324625,0.01508657,0.02405784,0.01592343,0.02484121,0.00771646,0.0027952,0.01061948
0.02723857,0.03665962,0.00614403,-0.00526236,0.02850781,0.01021051,0.0092574,-0.0091682,0.00858792,0.03239592,0.00909647,-0.0076881,0.03516615,-0.01558938,0.01135903,0.02189358,-0.00030786,0.01631829,0.01229789,0.02104677,0.00008204,0.01908669,0.01205538,0.01059756
0.03270206,0.03134182,0.01370483,-0.00093153,0.03671748,0.00562261,0.00988142,-0.00451618,0.01248698,0.01739792,0.01638844,-0.0114448,0.02867671,-0.06721052,0.0119987,0.00973733,0.0202689,0.01415088,0.01563778,0.02209158,0.0409206,0.00416699,-0.00636854,0.01707556
0.00612482,0.02458227,0.00889375,0.04762082,0.00430214,0.00304899,0.01617617,-0.00367053,0.03456022,0.05212013,0.01481888,-0.00815838,0.04684704,-0.05291136,0.01365269,0.01073838,0.01370962,0.01543889,0.02068391,0.02537306,0.01867843,0.01827909,0.0221943,0.01971646
0.01288634,0.03287906,0.01534649,-0.00088902,-0.01433008,-0.01938762,0.0103322,0.03190142,0.01899937,-0.03952814,0.01317781,0.01209022,0.0542531,0.03415216,0.00778764,0.01904078,0.01755337,0.01479606,0.02239014,0.01618208,0.03175277,0.01505445,0.0160774,0.01247592
0.01238671,0.01375346,0.0137612,0.0150069,0.03058387,0.0123996,0.01845856,0.03048742,0.02426952,0.04883982,0.01761057,-0.01616339,0.03463503,0.10991563,0.01050699,0.01704785,0.01170199,0.00824197,-0.00486471,0.01720673,0.02405389,0.0117222,0.01365789,0.01636477
0.01446579,0.01427574,0.00945674,0.02992168,0.04479834,0.01238266,0.02319581,0.03091379,0.02218283,0.0405439,0.01907593,-0.00540922,0.01733606,0.0173471,0.01681021,0.03291862,0.01306551,0.01255036,-0.01288361,0.02544311,0.02384222,-0.00327886,-0.00688566,0.01558864
0.05108921,0.02838585,0.01719458,0.03755135,0.01146532,0.03971866,0.01128731,0.06093343,-0.00249845,-0.06161844,0.01625653,0.00628962,0.04193232,0.00365538,0.01912354,0.04558986,0.02340277,0.01391349,0.02710688,0.03247672,0.02352442,0.012186,0.00876773,0.01219384
0.001236,0.012599,0.01163186,0.03197049,-0.01325161,0.02161681,0.01247411,0.00776563,0.02853873,0.08517851,0.01378442,-0.03059802,0.02586281,-0.03842643,0.01553347,0.02546688,0.01452509,0.00619618,0.0056929,0.03266252,0.02779212,0.01882638,0.01836269,0.01693895
-0.01453014,-0.00137849,0.00254362,-0.00079355,0.0201634,-0.0322107,-0.00330067,-0.02756919,-0.02234607,-0.12097035,-0.00754165,-0.01608961,0.03179262,-0.11966633,-0.00024545,-0.00344434,0.01174155,0.01339588,0.03637831,0.01403168,0.03495986,0.01845715,-0.01934043,0.01655112
-0.03326081,0.00730907,-0.00096583,-0.02573179,0.029741,-0.01364354,-0.03688092,-0.03554586,-0.00641506,-0.02879175,-0.01178946,-0.02999028,0.02382856,-0.19456978,-0.00696343,0.00109048,0.01655712,0.00326562,-0.03817257,0.02230701,0.01295349,-0.00672028,-0.00971481,0.01383443
-0.06439944,-0.01039473,-0.04593817,-0.1374567,-0.03575581,-0.09553248,-0.03690778,0.0195383,-0.02268539,-0.04461569,-0.02310257,-0.03480429,0.0146806,-0.6269906,-0.0498557,-0.10832397,-0.03353104,-0.00182311,-0.07615921,-0.00345903,-0.03897501,-0.02362148,-0.02645108,0.00444697
-0.04021711,0.00702539,0.00243515,-0.02204814,-0.07862033,-0.06497245,-0.02990685,-0.09500085,-0.04079673,-0.07352803,-0.03641472,-0.02605013,-0.00845084,0.42519491,-0.01662122,-0.0919615,-0.01516234,-0.0193127,-0.06092748,-0.01749109,-0.05316208,-0.00792499,-0.04098359,0.00984444
0.04693998,0.02710922,0.02345246,0.11310118,0.04497054,0.01423964,0.04583124,0.18001428,0.05173167,0.14412845,0.03320186,-0.01120922,0.03996068,-0.19090489,0.02345178,0.10555987,0.0145409,-0.00713087,-0.03280127,-0.00318995,-0.04540995,-0.00419903,-0.01452485,0.01190204
0.03567278,0.04659972,0.03143076,0.06922038,0.05697548,0.05042434,0.02643503,0.09509163,0.02807431,0.04500158,0.00223411,-0.01694329,0.04669693,0.33592194,0.01382781,0.04097083,0.02145624,0.00236367,0.02625742,0.02040197,0.02319232,0.01813322,0.01949109,0.01409308
0.01404424,-0.07193639,0.0017366,0.01108483,0.02017851,0.04315564,0.03865798,0.07840859,-0.00055242,-0.08698084,0.02513783,0.00345556,0.03684357,0.42405135,0.03935048,0.07732632,0.02226251,0.00776066,0.03229926,0.02570738,0.05637251,0.01584256,0.01410546,0.0175146
