DATE,apparel,,0.005098329,chemicals,,0.006186366,computer,,0.009969629,electrical,,0.003509738,fabricated,,0.009232141,food,,0.009342724,furniture,,0.003531167,machinery,,0.008155628,misc.durable,,0.004270272,misc.nondurable,,0.001968049,nonmetallic,,0.002998065,paper,,0.003866352,petroleum,,0.000878597,plastics,,0.005203655,primary,,0.003754152,printing,,0.004784775,textile.mills,,0.002891728,textile.product,,0.001428276,transport,,0.01153861,wood,,0.003264111
4/1/2001,-5.171170277,0.9551095,0.002189355,-1.339607738,0.9921835,0.005168699,-3.995471,0.9777667,0.008175495,-2.528780128,0.9777283,0.002812782,-2.894607756,0.9819666,0.008654409,-0.191354744,0.9976763,0.008446365,-2.810901028,0.9807333,0.003091669,-3.404443913,0.9774659,0.00704977,-1.603807315,0.9908283,0.003729053,-1.012753956,0.9904141,0.001474976,-1.362388366,0.9890343,0.002732344,-2.17080785,0.9818687,0.00297709,-0.0172086,0.9938875,0.000699835,-2.416854275,0.9776572,0.004457038,-3.602209939,0.9730799,0.003245665,-2.440855023,0.9820685,0.003944068,-4.56934049,0.9614248,0.001552696,-2.115396179,0.982445,0.001034409,-1.738532421,0.9806514,0.009994197,-1.7532852,0.9821489,0.002862544
7/1/2001,-6.680160765,0.952066,0.00208441,-1.368090657,0.990113,0.005117596,-5.384805288,0.9688044,0.007920455,-3.989333762,0.9721259,0.002734379,-3.135135768,0.978331,0.008466876,-1.131453997,0.9903639,0.008364975,-3.282012972,0.9782631,0.003024465,-3.677261591,0.9742325,0.006868115,-1.869917015,0.9867494,0.00367964,-2.063894144,0.9880397,0.001457335,-2.16102117,0.984368,0.002689632,-2.457587461,0.981602,0.002922317,-0.652479326,0.9945468,0.000696019,-2.434839031,0.9790604,0.004363709,-3.771205863,0.9749274,0.003164288,-2.70584188,0.9769469,0.003853145,-5.359998141,0.9591955,0.001489339,-2.73291158,0.9763159,0.00100991,-1.500727592,0.9839307,0.009833598,-0.999315257,0.9825203,0.002812508
10/1/2001,-6.474257612,0.9535962,0.001987686,-1.317946695,0.9925628,0.005079535,-4.360955075,0.9737466,0.007712516,-4.245701356,0.9726542,0.002659605,-3.33077825,0.9815215,0.008310421,-0.59689046,0.9942377,0.008316774,-2.531613874,0.9850428,0.002979228,-3.939553303,0.974778,0.006694888,-1.694743648,0.9899138,0.003642527,-2.211959765,0.9890737,0.001441411,-1.712707551,0.9901009,0.002663007,-1.782512613,0.9841147,0.002875895,-0.541347117,0.9950181,0.000692551,-2.766665167,0.9814115,0.004282595,-3.841572364,0.972959,0.003078722,-2.70570519,0.9837674,0.003790598,-4.789277078,0.9601784,0.001430031,-3.043380889,0.9830189,0.00099276,-2.588769025,0.984041,0.009676663,-1.750310125,0.9893817,0.002782643
1/1/2002,-4.527609416,0.9578621,0.001903929,-1.222090298,0.9889456,0.005023384,-4.13628355,0.9708014,0.007487322,-3.344186886,0.9785079,0.002602444,-2.466726048,0.9806813,0.008149875,-0.514250867,0.9932592,0.008260712,-1.38030822,0.9899681,0.00294934,-3.141211306,0.9751571,0.006528567,-1.09899245,0.9900084,0.003606132,-0.719271612,0.9890698,0.001425656,-1.727180097,0.9909654,0.002638948,-1.700817786,0.983171,0.002827497,-1.430415981,0.9845344,0.00068184,-1.598875086,0.9854944,0.004220473,-3.623412821,0.9743521,0.00299976,-2.327711231,0.980722,0.003717523,-3.649927042,0.9614847,0.001374953,-1.010471064,0.9881258,0.000980972,-2.584142657,0.979561,0.009478882,-0.810520324,0.9945391,0.002767448
4/1/2002,-2.680601348,0.9665988,0.001840335,-1.080211048,0.9912754,0.004979557,-2.948500481,0.9732974,0.007287391,-2.343701354,0.9835105,0.002559531,-1.218316148,0.9904184,0.008071786,-0.945894549,0.9913236,0.008189039,-0.590614412,0.9938642,0.002931244,-2.021345757,0.9826945,0.006415587,-0.846160107,0.9896189,0.003568697,-0.206961668,0.9925596,0.001415049,-1.96295308,0.9945052,0.002624447,-1.200215838,0.9854501,0.002786357,-1.848044685,0.9916836,0.00067617,-0.809099167,0.9950393,0.004199537,-1.439588695,0.9876619,0.002962748,-2.477776399,0.9812919,0.003647975,-2.271715115,0.9708082,0.001334816,-1.222173941,0.9938271,0.000974917,-0.777038821,0.9972024,0.009452364,-1.093077208,0.9952846,0.002754398
7/1/2002,-1.695547336,0.9749458,0.001794227,-0.76230941,0.9929159,0.004944282,-3.355533869,0.9870745,0.007193198,-1.945954811,0.9901179,0.002534238,-1.025817332,0.9957183,0.008037225,-1.320183162,0.9938634,0.008138786,-1.401048943,0.9986332,0.002927237,-1.871641635,0.9893113,0.006347013,-0.84425916,0.9966965,0.003556907,-0.941582989,0.9889324,0.001399388,-0.752120364,1.0007949,0.002626533,-1.192143394,0.9909494,0.002761139,-0.481384484,0.9926298,0.000671186,-0.703523021,0.998789,0.004194451,-0.841158059,0.9935735,0.002943708,-1.807997886,0.9878294,0.003603577,-1.81172217,0.982156,0.001310997,-1.535609074,0.9939367,0.000969005,-0.729135596,0.9935888,0.009391763,-0.696707945,1.0016289,0.002758885
10/1/2002,-3.358682778,0.9668046,0.001734667,-0.630418442,0.9964145,0.004926554,-2.958146743,0.9954423,0.007160413,-2.400326946,0.9938927,0.00251876,-1.464693293,0.9967838,0.008011376,0.123000744,0.9993447,0.008133452,-2.112390305,1.0001563,0.002927695,-1.858122723,0.9925611,0.006299798,-0.937503737,0.9970611,0.003546454,-1.923481395,0.9907234,0.001386406,-1.328790984,1.0000099,0.002626559,-1.683280653,0.9897557,0.002732853,-0.472635896,0.9885512,0.000663502,-1.710741604,0.9947351,0.004172368,-1.440126258,0.9971132,0.00293521,-1.770013636,0.9931622,0.003578937,-2.665875837,0.9864624,0.00129325,-1.501626227,0.9952383,0.000964391,-1.203256724,0.9979533,0.009372541,-1.67697029,0.9946497,0.002744124
1/1/2003,-5.195984282,0.9621842,0.001669069,-0.868831488,0.9926762,0.004890473,-3.744968169,0.979606,0.007014384,-2.680421948,0.9867249,0.002485324,-2.241750533,0.9898759,0.007930268,-0.457598436,0.9938444,0.008083386,-2.250829816,0.9926197,0.002906088,-2.342415148,0.9851881,0.006206486,-1.913674533,0.9906204,0.00351319,-2.103971848,0.9859952,0.00136699,-2.33564741,0.9934599,0.002609381,-2.456280877,0.9876898,0.002699211,-0.794964373,0.9851903,0.000653676,-1.427444682,0.992811,0.004142372,-1.487856946,0.9941602,0.002918069,-1.171604316,0.9894721,0.003541258,-2.582461277,0.9812291,0.001268974,-3.024692186,0.9820279,0.000947059,-1.403696212,0.9897455,0.00927643,-1.863542634,0.991965,0.002722075
4/1/2003,-4.535016905,0.9626594,0.001606745,-1.46239652,0.9926436,0.004854496,-2.896619976,0.9906334,0.006948683,-2.579745284,0.9888551,0.002457625,-1.844222483,0.992469,0.007870545,-0.961119915,0.9959989,0.008051044,-2.35788832,0.9916935,0.002881948,-2.701009991,0.9878764,0.006131241,-1.482901163,0.9911843,0.003482218,-2.391869337,0.9838327,0.001344889,-1.602698575,0.9934626,0.002592323,-1.885531472,0.9889905,0.002669494,-2.187607378,0.9908949,0.000647724,-1.887383539,0.9877465,0.004091614,-2.451743996,0.9864837,0.002878628,-0.894397953,0.9936887,0.003518908,-3.687334985,0.9724967,0.001234073,-3.027328613,0.9769447,0.000925224,-1.757558548,0.991114,0.009194,-1.196323121,0.9909959,0.002697565
7/1/2003,-5.028749167,0.9561304,0.001536258,-1.25271164,0.9925651,0.004818404,-2.556749164,0.9874466,0.006861453,-2.255946075,0.9840315,0.00241838,-1.458241191,0.9902858,0.007794089,-0.031270344,0.9976158,0.008031848,-0.887776812,0.9920201,0.002858951,-1.987341069,0.984717,0.006037537,-1.576302981,0.9904854,0.003449086,-1.528758511,0.989363,0.001330584,-0.907774589,0.9930981,0.002574431,-2.023096698,0.986468,0.00263337,-1.838768658,0.9845702,0.00063773,-1.422818119,0.9869709,0.004038304,-2.10372839,0.9858685,0.002837948,-0.851840541,0.9895269,0.003482054,-5.387608596,0.9669586,0.001193298,-4.463417304,0.9817469,0.000908336,-0.89600996,0.9915805,0.009116591,-0.82370327,0.989024,0.002667957
10/1/2003,-1.611626542,0.9707604,0.001491338,-1.234033985,0.9890269,0.004765531,-1.1867558,0.9858624,0.006764449,-1.009088872,0.9818361,0.002374453,0.028105959,0.9927426,0.007737524,-0.745506913,0.9907148,0.007957271,-0.230670809,0.9915935,0.002834917,-0.42654044,0.989024,0.005971269,-0.927758521,0.9931298,0.003425391,-1.533490647,0.9908331,0.001318386,-0.123004528,0.9902314,0.002549282,-1.235648178,0.9885637,0.002603254,-1.427573605,0.9834734,0.00062719,-0.73224101,0.9890817,0.003994212,-0.70212766,0.9865653,0.002799821,-1.212459694,0.9860387,0.00343344,-3.241729439,0.9656981,0.001152365,-1.0574565,0.9834055,0.000893263,-0.355754084,0.9901291,0.009026602,0.69870874,0.9942784,0.002652692
1/1/2004,-1.339475273,0.9746528,0.001453537,-0.384570801,0.9940271,0.004737067,-0.257167457,0.9917764,0.006708821,-0.652064392,0.9897811,0.002350189,0.655060779,0.9977721,0.007720285,-0.935292505,0.9929728,0.007901354,0.290898332,0.9953708,0.002821793,-0.016435628,0.9924896,0.005926423,-0.110272372,0.994894,0.003407901,-1.136140578,0.9943561,0.001310946,1.292828224,1.0019944,0.002554366,-1.27143126,0.989284,0.002575358,0.290063606,0.995449,0.000624336,-0.115411945,0.9973256,0.00398353,-0.542818363,0.9885535,0.002767773,-0.869112408,0.9859199,0.003385097,-2.413168468,0.9716656,0.001119714,0.947310463,0.9993634,0.000892694,-0.119133496,0.9899214,0.008935626,0.608360795,0.9986244,0.002649043
4/1/2004,-1.98413819,0.9818826,0.001427203,-0.269392401,0.9945181,0.004711099,0.01464912,0.9905872,0.006645672,-0.771313068,0.9915414,0.002330309,0.818494358,1.0003776,0.007723201,-0.367532365,0.9991098,0.00789432,0.506473787,0.9996431,0.002820786,0.450782435,0.9968433,0.005907715,0.202106048,0.9986641,0.003403348,-0.198988948,0.9975085,0.001307679,1.000920319,1.0018947,0.002559206,-1.176021474,0.9903055,0.002550391,-1.094639317,0.9934727,0.000620261,-0.02340164,0.9975921,0.003973938,0.473967684,0.9982661,0.002762974,-0.644016464,0.9891808,0.003348473,-1.015579922,0.9848702,0.001102773,1.433448515,0.9969686,0.000889988,-0.249962881,1.0019515,0.008953064,0.693734407,0.9981099,0.002644036
7/1/2004,-2.333952708,0.9803809,0.001399202,-0.71369898,0.994722,0.004686234,0.073564399,0.9919261,0.006592015,-0.400054338,0.9950806,0.002318846,0.261818003,1.0000852,0.007723859,-0.597874675,0.9950332,0.007855111,-0.413309764,0.9929885,0.002801008,0.420196471,0.9999901,0.005907656,-0.464044099,0.9939044,0.003382602,-0.463014676,0.9910589,0.001295987,0.555153029,1.0006086,0.002560764,-0.501844117,0.9904721,0.002526091,-0.48936355,0.993077,0.000615967,-0.264052537,0.9988773,0.003969477,0.514616539,1.0044829,0.00277536,-0.855151734,0.9908955,0.003317987,-1.587715926,0.9822596,0.001083209,-2.098824833,0.9882732,0.000879551,-0.090117308,0.998623,0.008940736,0.426543208,0.9995617,0.002642877
10/1/2004,-3.073231806,0.9745674,0.001363617,-0.718706112,0.9970045,0.004672196,-0.935542493,0.9979817,0.006578711,-0.623978886,0.9960553,0.002309699,0.068818667,1.0022382,0.007741146,-0.754313381,0.9991494,0.007848429,-0.504756645,0.9947265,0.002786237,-0.247670211,1.0004391,0.00591025,-0.47098708,0.9966635,0.003371316,-0.738308687,0.9915658,0.001285057,-0.32861593,0.9997635,0.002560158,-0.866920238,0.9929218,0.002508211,-0.06343609,0.993764,0.000612125,-0.479887112,0.9964891,0.00395554,-0.149328024,0.9993362,0.002773518,-1.071238993,0.9992468,0.003315488,-2.091635667,0.9808027,0.001062414,-1.772929583,0.9890654,0.000869934,0.265708121,0.9928228,0.008876566,0.567441755,0.995995,0.002632292
1/1/2005,-2.738802427,0.9794585,0.001335606,-0.975429504,0.9919546,0.004634606,-0.484014433,0.9975125,0.006562346,-1.032704654,0.9961838,0.002300884,0.006241063,1.0000148,0.007741261,-0.570440147,0.9980135,0.007832838,-0.679825593,0.9954456,0.002773548,0.097620228,1.0003234,0.005912162,-0.614736359,0.9959317,0.003357601,-1.681443076,0.9895689,0.001271652,-1.381035323,0.9955146,0.002548675,-0.70312788,0.9927118,0.002489931,0.209190845,0.9979873,0.000610893,-0.653055124,0.9932885,0.003928993,0.085457912,0.9952844,0.002760439,-1.067336584,0.9969463,0.003305363,-3.066381272,0.9781174,0.001039166,-1.753312044,0.9839346,0.000855958,-0.192894471,0.9964625,0.008845165,-0.232239742,0.9958642,0.002621405
4/1/2005,-3.211244339,0.9734876,0.001300196,-0.460029493,0.9955323,0.0046139,-0.372678006,0.9959924,0.006536047,-1.279342512,0.9946203,0.002288506,0.233169693,1.0001278,0.00774225,-0.551746913,0.9977056,0.007814866,-1.440391798,0.9912366,0.002749242,0.380265283,0.9981569,0.005901265,-0.417683758,0.9946572,0.003339662,-0.84789792,0.9916858,0.001261079,0.192278096,0.9966213,0.002540064,-0.995139027,0.9909555,0.00246741,0.481924921,0.9962691,0.000608614,-0.434578828,0.9964699,0.003915123,-0.305962729,0.9963182,0.002750276,-0.733412924,0.9932365,0.003283007,-2.443884261,0.9738825,0.001012025,0.08459267,0.9943083,0.000851086,-0.25577058,0.9948518,0.008799629,-0.52720385,0.9947791,0.002607719
7/1/2005,-3.158956682,0.978603,0.001272376,-0.822665966,0.9919173,0.004576607,-0.148185369,0.9973814,0.006518932,-1.485559527,0.9910643,0.002268057,-0.168099717,0.998918,0.007733873,-0.394172098,0.9929132,0.007759484,-0.414783538,0.9950376,0.002735599,-0.116758803,0.9974996,0.005886509,0.229137449,1.0004058,0.003341017,-0.3659224,0.9929783,0.001252224,-0.542208358,0.9947945,0.002526841,-0.983499244,0.993967,0.002452525,-0.927236302,0.9935528,0.00060469,-0.026116602,0.9949981,0.00389554,-0.606666184,0.9948444,0.002736097,-0.915226993,0.9925293,0.003258481,-2.285684876,0.9824085,0.000994222,-1.751467391,0.9920677,0.000844335,-1.247506331,0.9925097,0.008733717,0.238967924,0.9954557,0.002595869
10/1/2005,-2.96825733,0.9802309,0.001247222,-0.738711746,0.9944827,0.004551357,-0.66440614,0.9980055,0.00650593,-0.612038297,0.9907405,0.002247056,-0.029932595,1.0016823,0.007746884,-0.607210848,0.9960047,0.007728483,-0.259372366,0.9959689,0.002724572,0.08840181,1.000713,0.005890706,-1.174472407,0.9940373,0.003321096,0.421725546,0.996705,0.001248098,-0.216740031,1.0001396,0.002527194,-1.401162343,0.9917035,0.002432177,-1.052560214,0.9969415,0.000602841,-0.051912816,0.9973334,0.003885152,0.09335056,0.9969615,0.002727783,-0.780069579,0.9942605,0.003239779,-3.141680378,0.979082,0.000973425,-1.324558964,0.9950608,0.000840165,0.17495193,1.0025792,0.008756243,0.81952335,0.9972984,0.002588856
1/1/2006,-0.895253994,0.9826531,0.001225587,-0.39073649,0.9941227,0.004524607,-0.771907523,0.9937885,0.006465518,0.599834639,0.9991826,0.002245219,0.440478305,1.0031162,0.007771024,0.01080323,0.997226,0.007707044,-0.255250015,0.9968344,0.002715947,0.063296823,1.0005445,0.005893914,-0.329534822,0.9965606,0.003309673,-0.213975033,0.9937931,0.001240352,1.079673353,1.0039917,0.002537282,-0.620095374,0.992263,0.002413359,-0.672121468,0.9917312,0.000597856,-0.38015573,1.0013237,0.003890295,-0.186526996,1.002161,0.002733678,-0.842501188,0.9940315,0.003220442,-2.388226883,0.984376,0.000958216,-1.765163589,0.9925313,0.00083389,-0.148930155,0.9959793,0.008721037,0.816588629,1.0015078,0.002592759
4/1/2006,-1.562030104,0.9829117,0.001204643,-0.437069578,0.9954614,0.004504072,0.305874075,1.0049498,0.006497521,0.235080747,0.9994317,0.002243943,0.65365436,1.0067044,0.007823125,0.012349038,0.998576,0.007696069,-0.269362944,0.9958258,0.00270461,0.434643145,1.008306,0.005942869,-0.349809666,0.9973469,0.003300892,-0.868337869,0.9923893,0.001230912,-0.418202879,0.9971949,0.002530164,-1.090451835,0.9945502,0.002400207,1.228328206,0.9971545,0.000596155,-1.269592603,0.9965333,0.003876808,0.517501617,1.0035453,0.002743369,-0.700595142,0.9980219,0.003214072,-3.366869463,0.9822245,0.000941184,-3.178011769,0.9861494,0.00082234,0.228355019,1.0040443,0.008756307,-1.074514279,0.9948417,0.002579385
7/1/2006,-2.578804503,0.9754418,0.00117506,0.171051595,0.9965583,0.00448857,-0.660725891,1.0002478,0.006499131,-0.645841344,0.9944309,0.002231446,0.226604254,1.0013211,0.00783346,-0.21198905,0.9985914,0.007685228,-1.605525106,0.9924045,0.002684067,0.037042965,1.001026,0.005948966,-0.387549947,0.9975016,0.003292645,-0.652092931,0.9915125,0.001220464,-0.920167018,0.9988361,0.00252722,-0.995993668,0.9930961,0.002383636,1.390283187,0.9966635,0.000594166,-1.709621617,0.9955348,0.003859498,-0.185913486,0.9983756,0.002738913,-0.776809045,0.9963088,0.003202208,-4.02253048,0.9777406,0.000920234,-0.263621752,0.9892612,0.000813509,-1.010137598,0.9923868,0.008689644,-1.900561149,0.9960435,0.00256918
10/1/2006,-2.150632091,0.9785003,0.001149796,-0.513238711,0.993429,0.004459076,-1.038816212,0.9982381,0.00648768,-1.016266767,0.9927357,0.002215236,-0.495628469,0.9998568,0.007832338,-0.55690128,0.9978435,0.007668655,-2.02577122,0.9950025,0.002670653,-0.333598408,1.0003694,0.005951164,0.022700484,0.9983445,0.003287194,-0.243084771,0.9937462,0.001212832,-0.435544881,0.9950621,0.00251474,-1.045165956,0.9926864,0.002366203,-0.010522112,0.9954567,0.000591466,-3.392844244,0.9923315,0.003829901,-1.260835311,0.994878,0.002724884,-0.082493546,0.9967514,0.003191806,-3.743790504,0.9781411,0.000900118,-2.789144308,0.9899712,0.00080535,-1.142506047,0.9955441,0.008650924,-3.499164767,0.9952993,0.002557103
1/1/2007,-2.746714696,0.9793477,0.00112605,-0.791615109,0.9932063,0.004428782,-1.290334253,0.9883992,0.006412418,-0.750729077,0.9927507,0.002199178,-0.222269294,1.0006719,0.0078376,-0.414191471,0.9941498,0.007623792,-2.032407077,0.9933952,0.002653014,-0.436525051,0.9988575,0.005944365,-0.542623816,0.9920436,0.00326104,-0.343136265,0.9967652,0.001208908,-0.397041307,0.9993037,0.002512989,-0.808659513,0.991285,0.002345582,-0.342366745,0.9971355,0.000589772,0.129157886,1.0000083,0.003829933,0.094319103,0.9989053,0.002721901,-0.971498298,0.992334,0.003167337,-4.410658042,0.9770403,0.000879452,-1.186444257,0.9930167,0.000799726,-1.823427344,1.0026016,0.00867343,-2.453357697,0.9997028,0.002556343
4/1/2007,-2.119803711,0.9871638,0.001111596,-0.514445668,0.994734,0.00440546,-1.238686463,1.0012801,0.006420627,-0.00502225,1.0011877,0.002201789,0.099738563,1.0075491,0.007896767,0.089538595,0.9975821,0.007605358,-0.832557326,0.9999503,0.002652882,0.064093761,1.0066803,0.005984075,-0.361275432,1.0001462,0.003261517,0.373505477,0.9936899,0.00120128,-0.893628384,1.0013461,0.002516372,-1.028137658,0.996913,0.002338341,0.071423572,0.9987376,0.000589028,-0.738833541,1.0015412,0.003835836,-0.297187598,1.0022823,0.002728114,-1.158065977,0.9987748,0.003163457,-3.531161124,0.9855318,0.000866728,-1.584604148,0.9928513,0.000794009,-0.913931888,1.0026011,0.00869599,-1.764547363,1.0032089,0.002564546
7/1/2007,-2.198407676,0.9799698,0.001089331,-0.073251359,0.9962435,0.004388911,-0.984952823,1.0041954,0.006447564,-0.339920946,0.9986831,0.00219889,-0.569127116,1.0040722,0.007928924,-0.130744219,0.9991043,0.007598546,-1.988149258,0.9971039,0.002645199,-0.499844603,1.0063217,0.006021904,-0.944435752,0.9990884,0.003258544,0.112408906,0.9937121,0.001193727,-1.576633837,0.9984427,0.002512453,-1.215129695,0.9947204,0.002325996,-1.905005253,0.9917703,0.00058418,-1.215701596,0.99843,0.003829813,-1.054162116,1.0000669,0.002728296,-1.143014455,0.9964849,0.003152337,-3.582412039,0.9799921,0.000849386,-2.219871763,0.9948325,0.000789906,-0.864793407,0.9963743,0.008664461,-1.80382811,0.9990601,0.002562136
10/1/2007,-1.549509322,0.9812932,0.001068953,-0.810971233,0.9954321,0.004368863,-0.847436184,0.9981609,0.006435706,-0.255705373,0.9963157,0.002190789,-0.402306522,1.0027762,0.007950937,-0.116190096,0.9970185,0.007575891,-2.005250261,0.9982035,0.002640447,-0.575628312,1.0021228,0.006034687,-0.274214673,0.9994329,0.003256696,-0.374139894,0.9927937,0.001185124,-1.373360246,0.9988486,0.002509561,-0.633350082,0.9937729,0.002311511,0.604763823,0.9978976,0.000582952,-0.605755266,0.999066,0.003826236,-0.786186635,1.0018916,0.002733457,-0.641976547,0.9958136,0.00313914,-1.600070059,0.9850858,0.000836718,-1.434365795,0.9950972,0.000786034,-1.043339169,0.99646,0.008633789,-2.927102942,0.9977883,0.002556469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,840633.3887,,,1020033.39,,,1643833.305,,,578699.9914,,,1522233.26,,,1540466.638,,,582233.2927,,,1344733.383,,,704099.9555,,,324499.9881,,,494333.2493,,,637499.9698,,,144866.6756,,,857999.9714,,,618999.9738,,,788933.3196,,,476799.9687,,,235500.0028,,,1902533.325,,,538200.0045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,544575.324,,,965297.4296,,,1578933.79,,,555543.0393,,,1624036.454,,,1539875.803,,,573763.08,,,1398030.521,,,693281.2715,,,291445.412,,,497105.8417,,,585721.9365,,,138228.7638,,,849792.6305,,,628915.4712,,,769278.0385,,,345209.0934,,,205256.0843,,,1951730.635,,,543696.0858
,,,-296058.0647,0,0,-54735.96057,0,0,-64899.51456,0,0,-23156.95212,0,0,101803.1939,0,0,-590.8350759,0,0,-8470.212795,0,0,53297.13779,0,0,-10818.68396,0,0,-33054.57608,0,0,2772.592421,0,0,-51778.03332,0,0,-6637.911808,0,0,-8207.340873,0,0,9915.497429,0,0,-19655.28107,0,0,-131590.8753,0,0,-30243.9185,0,0,49197.30957,0,0,5496.081227
,,,209801.4812,,,857468.8771,,,1263124.432,,,429982.2136,,,1560516.093,,,1486906.49,,,518235.7799,,,1184417.155,,,639185.8619,,,232602.1543,,,492547.0203,,,453676.1033,,,114414.9397,,,750968.4525,,,536490.6852,,,616113.3573,,,164221.1358,,,154273.4783,,,1694538.226,,,501753.569
,,,-334773.8428,0,0,-107828.5526,0,0,-315809.3581,0,0,-125560.8256,0,0,-63520.36045,0,0,-52969.31325,0,0,-55527.30006,0,0,-213613.3654,0,0,-54095.40965,0,0,-58843.25778,0,0,-4558.821427,0,0,-132045.8332,0,0,-23813.82407,0,0,-98824.17802,0,0,-92424.78605,0,0,-153164.6812,0,0,-180987.9576,0,0,-50982.60599,0,0,-257192.4085,0,0,-41942.51678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
